MovieCode,Period,Crores,actor,STATUS
BDCQ.SEA2BA,2022.03,149.699332,,F
BDCQ.SEA2BS,2011.06,,Y,R
BDCQ.SEA2BS,2011.09,,Y,R
BDCQ.SEA2BS,2011.12,,Y,R
BDCQ.SEA2BS,2012.03,,Y,R
BDCQ.SEA2BS,2012.06,,Y,R
BDCQ.SEA2BS,2012.09,,Y,R
BDCQ.SEA2BS,2012.12,,Y,R
BDCQ.SEA2BS,2013.03,,Y,R
BDCQ.SEA2BS,2013.06,,Y,R
BDCQ.SEA2BS,2013.09,,Y,R
BDCQ.SEA2BS,2013.12,,Y,R
BDCQ.SEA2BS,2014.03,,Y,R
BDCQ.SEA2BS,2014.06,,Y,R
BDCQ.SEA2BS,2014.09,,Y,R
BDCQ.SEA2BS,2014.12,,Y,R
BDCQ.SEA2BS,2015.03,,Y,R
BDCQ.SEA2BS,2015.06,,Y,R
BDCQ.SEA2BS,2015.09,,Y,R
BDCQ.SEA2BS,2015.12,,Y,R
BDCQ.SEA2BS,2016.03,,Y,R
BDCQ.SEA2BS,2016.06,,Y,R
BDCQ.SEA2BS,2016.09,,Y,R
BDCQ.SEA2BS,2016.12,,Y,R
BDCQ.SEA2BS,2017.03,,Y,R
BDCQ.SEA2BS,2017.06,,Y,R
BDCQ.SEA2BS,2017.09,,Y,R
BDCQ.SEA2BS,2017.12,,Y,R
BDCQ.SEA2BS,2018.03,,Y,R
BDCQ.SEA2BS,2018.06,,Y,R
BDCQ.SEA2BS,2018.09,,Y,R
BDCQ.SEA2BS,2018.12,,Y,R
BDCQ.SEA2BS,2019.03,,Y,R
BDCQ.SEA2BS,2019.06,,Y,R
BDCQ.SEA2BS,2019.09,,Y,R
BDCQ.SEA2BS,2019.12,,Y,R
BDCQ.SEA2BS,2020.03,,Y,R
BDCQ.SEA2BS,2020.06,,Y,F
BDCQ.SEA2BS,2020.09,,Y,F
BDCQ.SEA2BS,2020.12,,Y,F
BDCQ.SEA2BT,2011.06,,Y,C
BDCQ.SEA2BT,2011.09,,Y,C
BDCQ.SEA2BT,2011.12,,Y,C
BDCQ.SEA2BT,2012.03,,Y,C
BDCQ.SEA2BT,2012.06,,Y,C
BDCQ.SEA2BT,2012.09,,Y,C
BDCQ.SEA2BT,2012.12,,Y,C
BDCQ.SEA2BT,2013.03,,Y,C
BDCQ.SEA2BT,2013.06,,Y,C
BDCQ.SEA2BT,2013.09,,Y,C
BDCQ.SEA2BT,2013.12,,Y,C
BDCQ.SEA2BT,2014.03,,Y,C
BDCQ.SEA2BT,2014.06,,Y,C
BDCQ.SEA2BT,2014.09,,Y,C
BDCQ.SEA2BT,2014.12,,Y,C
BDCQ.SEA2BT,2015.03,,Y,C
BDCQ.SEA2BT,2015.06,,Y,C
BDCQ.SEA2BT,2015.09,,Y,C
BDCQ.SEA2BT,2015.12,,Y,C
BDCQ.SEA2BT,2016.03,,Y,C
BDCQ.SEA2BT,2016.06,,Y,C
BDCQ.SEA2BT,2016.09,,Y,C
BDCQ.SEA2BT,2016.12,,Y,C
BDCQ.SEA2BT,2017.03,,Y,C
BDCQ.SEA2BT,2017.06,,Y,C
BDCQ.SEA2BT,2017.09,,Y,C
BDCQ.SEA2BT,2017.12,,Y,C
BDCQ.SEA2BT,2018.03,,Y,C
BDCQ.SEA2BT,2018.06,,Y,C
BDCQ.SEA2BT,2018.09,,Y,C
BDCQ.SEA2BT,2018.12,,Y,C
BDCQ.SEA2BT,2019.03,,Y,C
BDCQ.SEA2BT,2019.06,,Y,C
BDCQ.SEA2BT,2019.09,,Y,C
BDCQ.SEA2BT,2019.12,,Y,C
BDCQ.SEA2BT,2020.03,,Y,C
BDCQ.SEA2BT,2020.06,,Y,C
BDCQ.SEA2BT,2020.09,,Y,C
BDCQ.SEA2BT,2020.12,,Y,C
BDCQ.SEA2CA,2011.06,2830.983013,,R
BDCQ.SEA2CA,2011.09,2740.63345,,R
BDCQ.SEA2CA,2011.12,2929.170445,,R
BDCQ.SEA2CA,2012.03,2794.766293,,R
BDCQ.SEA2CA,2012.06,2882.48464,,R
BDCQ.SEA2CA,2012.09,2781.222675,,R
BDCQ.SEA2CA,2012.12,3009.380137,,R
BDCQ.SEA2CA,2013.03,2871.730251,,R
BDCQ.SEA2CA,2013.06,2933.556784,,R
BDCQ.SEA2CA,2013.09,2913.929666,,R
BDCQ.SEA2CA,2013.12,3178.066367,,R
BDCQ.SEA2CA,2014.03,2994.017155,,R
BDCQ.SEA2CA,2014.06,3109.409138,,R
BDCQ.SEA2CA,2014.09,3109.523534,,R
BDCQ.SEA2CA,2014.12,3224.302008,,R
BDCQ.SEA2CA,2015.03,3148.547655,,R
BDCQ.SEA2CA,2015.06,3209.854299,,R
BDCQ.SEA2CA,2015.09,3233.28305,,R
BDCQ.SEA2CA,2015.12,3337.957331,,R
BDCQ.SEA2CA,2016.03,3294.435543,,R
BDCQ.SEA2CA,2016.06,3348.271858,,R
BDCQ.SEA2CA,2016.09,3268.182901,,R
BDCQ.SEA2CA,2016.12,3468.578989,,R
BDCQ.SEA2CA,2017.03,3398.168206,,R
BDCQ.SEA2CA,2017.06,3519.536313,,R
BDCQ.SEA2CA,2017.09,3418.587394,,R
BDCQ.SEA2CA,2017.12,3662.567598,,R
BDCQ.SEA2CA,2018.03,3588.801794,,R
BDCQ.SEA2CA,2018.06,3704.819883,,R
BDCQ.SEA2CA,2018.09,3608.395359,,R
BDCQ.SEA2CA,2018.12,3880.777973,,R
BDCQ.SEA2CA,2019.03,3688.777828,,R
BDCQ.SEA2CA,2019.06,3808.745137,,R
BDCQ.SEA2CA,2019.09,3727.594112,,R
BDCQ.SEA2CA,2019.12,4091.4209,,R
BDCQ.SEA2CA,2020.03,3817.863228,,R
BDCQ.SEA2CA,2020.06,3715.207122,,R
BDCQ.SEA2CA,2020.09,3791.41961,,R
BDCQ.SEA2CA,2020.12,3933.559394,,R
BDCQ.SEA2CA,2021.03,3953.818232,,R
BDCQ.SEA2CA,2021.06,4051.740415,,R
BDCQ.SEA2CA,2021.09,3963.593454,,R
BDCQ.SEA2CA,2021.12,4220.496451,,R
BDCQ.SEA2CA,2022.03,4251.66156,,F
BDCQ.SEA2CS,2011.06,,Y,R
BDCQ.SEA2CS,2011.09,,Y,R
BDCQ.SEA2CS,2011.12,,Y,R
BDCQ.SEA2CS,2012.03,,Y,R
BDCQ.SEA2CS,2012.06,,Y,R
BDCQ.SEA2CS,2012.09,,Y,R
BDCQ.SEA2CS,2012.12,,Y,R
BDCQ.SEA2CS,2013.03,,Y,R
BDCQ.SEA2CS,2013.06,,Y,R
BDCQ.SEA2CS,2013.09,,Y,R
BDCQ.SEA2CS,2013.12,,Y,R
BDCQ.SEA2CS,2014.03,,Y,R
BDCQ.SEA2CS,2014.06,,Y,R
BDCQ.SEA2CS,2014.09,,Y,R
BDCQ.SEA2CS,2014.12,,Y,R
BDCQ.SEA2CS,2015.03,,Y,R
BDCQ.SEA2CS,2015.06,,Y,R
BDCQ.SEA2CS,2015.09,,Y,R
BDCQ.SEA2CS,2015.12,,Y,R
BDCQ.SEA2CS,2016.03,,Y,R
BDCQ.SEA2CS,2016.06,,Y,R
BDCQ.SEA2CS,2016.09,,Y,R
BDCQ.SEA2CS,2016.12,,Y,R
BDCQ.SEA2CS,2017.03,,Y,R
BDCQ.SEA2CS,2017.06,,Y,R
BDCQ.SEA2CS,2017.09,,Y,R
BDCQ.SEA2CS,2017.12,,Y,R
BDCQ.SEA2CS,2018.03,,Y,R
BDCQ.SEA2CS,2018.06,,Y,R
BDCQ.SEA2CS,2018.09,,Y,R
BDCQ.SEA2CS,2018.12,,Y,R
BDCQ.SEA2CS,2019.03,,Y,R
BDCQ.SEA2CS,2019.06,,Y,R
BDCQ.SEA2CS,2019.09,,Y,R
BDCQ.SEA2CS,2019.12,,Y,R
BDCQ.SEA2CS,2020.03,,Y,R
BDCQ.SEA2CS,2020.06,,Y,F
BDCQ.SEA2CS,2020.09,,Y,F
BDCQ.SEA2CS,2020.12,,Y,F
BDCQ.SEA2CT,2011.06,,Y,C
BDCQ.SEA2CT,2011.09,,Y,C
BDCQ.SEA2CT,2011.12,,Y,C
BDCQ.SEA2CT,2012.03,,Y,C
BDCQ.SEA2CT,2012.06,,Y,C
BDCQ.SEA2CT,2012.09,,Y,C
BDCQ.SEA2CT,2012.12,,Y,C
BDCQ.SEA2CT,2013.03,,Y,C
BDCQ.SEA2CT,2013.06,,Y,C
BDCQ.SEA2CT,2013.09,,Y,C
BDCQ.SEA2CT,2013.12,,Y,C
BDCQ.SEA2CT,2014.03,,Y,C
BDCQ.SEA2CT,2014.06,,Y,C
BDCQ.SEA2CT,2014.09,,Y,C
BDCQ.SEA2CT,2014.12,,Y,C
BDCQ.SEA2CT,2015.03,,Y,C
BDCQ.SEA2CT,2015.06,,Y,C
BDCQ.SEA2CT,2015.09,,Y,C
BDCQ.SEA2CT,2015.12,,Y,C
BDCQ.SEA2CT,2016.03,,Y,C
BDCQ.SEA2CT,2016.06,,Y,C
BDCQ.SEA2CT,2016.09,,Y,C
BDCQ.SEA2CT,2016.12,,Y,C
BDCQ.SEA2CT,2017.03,,Y,C
BDCQ.SEA2CT,2017.06,,Y,C
BDCQ.SEA2CT,2017.09,,Y,C
BDCQ.SEA2CT,2017.12,,Y,C
BDCQ.SEA2CT,2018.03,,Y,C
BDCQ.SEA2CT,2018.06,,Y,C
BDCQ.SEA2CT,2018.09,,Y,C
BDCQ.SEA2CT,2018.12,,Y,C
BDCQ.SEA2CT,2019.03,,Y,C
BDCQ.SEA2CT,2019.06,,Y,C
BDCQ.SEA2CT,2019.09,,Y,C
BDCQ.SEA2CT,2019.12,,Y,C
BDCQ.SEA2CT,2020.03,,Y,C
BDCQ.SEA2CT,2020.06,,Y,C
BDCQ.SEA2CT,2020.09,,Y,C
BDCQ.SEA2CT,2020.12,,Y,C
BDCQ.SEA2DA,2011.06,252.311188,,R
BDCQ.SEA2DA,2011.09,302.689798,,R
BDCQ.SEA2DA,2011.12,275.571608,,R
BDCQ.SEA2DA,2012.03,268.377717,,R
BDCQ.SEA2DA,2012.06,267.410808,,R
BDCQ.SEA2DA,2012.09,314.314045,,R
BDCQ.SEA2DA,2012.12,294.113056,,R
BDCQ.SEA2DA,2013.03,291.579869,,R
BDCQ.SEA2DA,2013.06,305.451794,,R
BDCQ.SEA2DA,2013.09,352.200252,,R
BDCQ.SEA2DA,2013.12,325.954218,,R
BDCQ.SEA2DA,2014.03,286.85452,,R
BDCQ.SEA2DA,2014.06,293.33057,,R
BDCQ.SEA2DA,2014.09,348.957198,,R
BDCQ.SEA2DA,2014.12,324.612418,,R
BDCQ.SEA2DA,2015.03,301.357965,,R
BDCQ.SEA2DA,2015.06,324.489369,,R
BDCQ.SEA2DA,2015.09,355.455999,,R
BDCQ.SEA2DA,2015.12,332.282398,,R
BDCQ.SEA2DA,2016.03,326.682434,,R
BDCQ.SEA2DA,2016.06,348.413549,,R
BDCQ.SEA2DA,2016.09,360.88017,,R
BDCQ.SEA2DA,2016.12,343.077218,,R
BDCQ.SEA2DA,2017.03,340.721647,,R
BDCQ.SEA2DA,2017.06,366.944752,,R
BDCQ.SEA2DA,2017.09,392.809807,,R
BDCQ.SEA2DA,2017.12,383.40632,,R
BDCQ.SEA2DA,2018.03,374.292417,,R
BDCQ.SEA2DA,2018.06,405.065022,,R
BDCQ.SEA2DA,2018.09,419.123543,,R
BDCQ.SEA2DA,2018.12,413.13304,,R
BDCQ.SEA2DA,2019.03,383.681704,,R
BDCQ.SEA2DA,2019.06,428.71398,,R
BDCQ.SEA2DA,2019.09,443.131781,,R
BDCQ.SEA2DA,2019.12,460.273983,,R
BDCQ.SEA2DA,2020.03,431.675375,,R
BDCQ.SEA2DA,2020.06,445.196725,,R
BDCQ.SEA2DA,2020.09,493.057874,,R
BDCQ.SEA2DA,2020.12,451.13088,,R
BDCQ.SEA2DA,2021.03,471.803083,,R
BDCQ.SEA2DA,2021.06,453.242576,,R
BDCQ.SEA2DA,2021.09,533.604333,,R
BDCQ.SEA2DA,2021.12,503.553349,,R
BDCQ.SEA2DA,2022.03,500.901424,,F
BDCQ.SEA2DS,2011.06,,Y,R
BDCQ.SEA2DS,2011.09,,Y,R
BDCQ.SEA2DS,2011.12,,Y,R
BDCQ.SEA2DS,2012.03,,Y,R
BDCQ.SEA2DS,2012.06,,Y,R
BDCQ.SEA2DS,2012.09,,Y,R
BDCQ.SEA2DS,2012.12,,Y,R
BDCQ.SEA2DS,2013.03,,Y,R
BDCQ.SEA2DS,2013.06,,Y,R
BDCQ.SEA2DS,2013.09,,Y,R
BDCQ.SEA2DS,2013.12,,Y,R
BDCQ.SEA2DS,2014.03,,Y,R
BDCQ.SEA2DS,2014.06,,Y,R
BDCQ.SEA2DS,2014.09,,Y,R
BDCQ.SEA2DS,2014.12,,Y,R
BDCQ.SEA2DS,2015.03,,Y,R
BDCQ.SEA2DS,2015.06,,Y,R
BDCQ.SEA2DS,2015.09,,Y,R
BDCQ.SEA2DS,2015.12,,Y,R
BDCQ.SEA2DS,2016.03,,Y,R
BDCQ.SEA2DS,2016.06,,Y,R
BDCQ.SEA2DS,2016.09,,Y,R
BDCQ.SEA2DS,2016.12,,Y,R
BDCQ.SEA2DS,2017.03,,Y,R
BDCQ.SEA2DS,2017.06,,Y,R
BDCQ.SEA2DS,2017.09,,Y,R
BDCQ.SEA2DS,2017.12,,Y,R
BDCQ.SEA2DS,2018.03,,Y,R
BDCQ.SEA2DS,2018.06,,Y,R
BDCQ.SEA2DS,2018.09,,Y,R
BDCQ.SEA2DS,2018.12,,Y,R
BDCQ.SEA2DS,2019.03,,Y,R
BDCQ.SEA2DS,2019.06,,Y,R
BDCQ.SEA2DS,2019.09,,Y,R
BDCQ.SEA2DS,2019.12,,Y,R
BDCQ.SEA2DS,2020.03,,Y,R
BDCQ.SEA2DS,2020.06,,Y,F
BDCQ.SEA2DS,2020.09,,Y,F
BDCQ.SEA2DS,2020.12,,Y,F
BDCQ.SEA2DT,2011.06,,Y,C
BDCQ.SEA2DT,2011.09,,Y,C
BDCQ.SEA2DT,2011.12,,Y,C
BDCQ.SEA2DT,2012.03,,Y,C
BDCQ.SEA2DT,2012.06,,Y,C
BDCQ.SEA2DT,2012.09,,Y,C
BDCQ.SEA2DT,2012.12,,Y,C
BDCQ.SEA2DT,2013.03,,Y,C
BDCQ.SEA2DT,2013.06,,Y,C
BDCQ.SEA2DT,2013.09,,Y,C
BDCQ.SEA2DT,2013.12,,Y,C
BDCQ.SEA2DT,2014.03,,Y,C
BDCQ.SEA2DT,2014.06,,Y,C
BDCQ.SEA2DT,2014.09,,Y,C
BDCQ.SEA2DT,2014.12,,Y,C
BDCQ.SEA2DT,2015.03,,Y,C
BDCQ.SEA2DT,2015.06,,Y,C
BDCQ.SEA2DT,2015.09,,Y,C
BDCQ.SEA2DT,2015.12,,Y,C
BDCQ.SEA2DT,2016.03,,Y,C
BDCQ.SEA2DT,2016.06,,Y,C
BDCQ.SEA2DT,2016.09,,Y,C
BDCQ.SEA2DT,2016.12,,Y,C
BDCQ.SEA2DT,2017.03,,Y,C
BDCQ.SEA2DT,2017.06,,Y,C
BDCQ.SEA2DT,2017.09,,Y,C
BDCQ.SEA2DT,2017.12,,Y,C
BDCQ.SEA2DT,2018.03,,Y,C
BDCQ.SEA2DT,2018.06,,Y,C
BDCQ.SEA2DT,2018.09,,Y,C
BDCQ.SEA2DT,2018.12,,Y,C
BDCQ.SEA2DT,2019.03,,Y,C
BDCQ.SEA2DT,2019.06,,Y,C
BDCQ.SEA2DT,2019.09,,Y,C
BDCQ.SEA2DT,2019.12,,Y,C
BDCQ.SEA2DT,2020.03,,Y,C
BDCQ.SEA2DT,2020.06,,Y,C
BDCQ.SEA2DT,2020.09,,Y,C
BDCQ.SEA2DT,2020.12,,Y,C
BDCQ.SEA2EA,2011.06,1322.061888,,R
BDCQ.SEA2EA,2011.09,1348.239935,,R
BDCQ.SEA2EA,2011.12,1432.064925,,R
BDCQ.SEA2EA,2012.03,1365.772105,,R
BDCQ.SEA2EA,2012.06,1440.162758,,R
BDCQ.SEA2EA,2012.09,1465.044675,,R
BDCQ.SEA2EA,2012.12,1580.694166,,R
BDCQ.SEA2EA,2013.03,1440.037004,,R
BDCQ.SEA2EA,2013.06,1560.361966,,R
BDCQ.SEA2EA,2013.09,1579.480728,,R
BDCQ.SEA2EA,2013.12,1726.810057,,R
BDCQ.SEA2EA,2014.03,1584.234938,,R
BDCQ.SEA2EA,2014.06,1714.927385,,R
BDCQ.SEA2EA,2014.09,1755.23264,,R
BDCQ.SEA2EA,2014.12,1881.770498,,R
BDCQ.SEA2EA,2015.03,1746.306929,,R
BDCQ.SEA2EA,2015.06,1845.730945,,R
BDCQ.SEA2EA,2015.09,1905.372643,,R
BDCQ.SEA2EA,2015.12,1983.366903,,R
BDCQ.SEA2EA,2016.03,1897.509493,,R
BDCQ.SEA2EA,2016.06,1995.012023,,R
BDCQ.SEA2EA,2016.09,2018.380745,,R
BDCQ.SEA2EA,2016.12,2162.088244,,R
BDCQ.SEA2EA,2017.03,2091.873437,,R
BDCQ.SEA2EA,2017.06,2216.189333,,R
BDCQ.SEA2EA,2017.09,2247.647515,,R
BDCQ.SEA2EA,2017.12,2430.9877,,R
BDCQ.SEA2EA,2018.03,2280.636525,,R
BDCQ.SEA2EA,2018.06,2441.61845,,R
BDCQ.SEA2EA,2018.09,2434.162035,,R
BDCQ.SEA2EA,2018.12,2642.949108,,R
BDCQ.SEA2EA,2019.03,2453.932607,,R
BDCQ.SEA2EA,2019.06,2628.259269,,R
BDCQ.SEA2EA,2019.09,2648.100082,,R
BDCQ.SEA2EA,2019.12,2887.658836,,R
BDCQ.SEA2EA,2020.03,2633.9948,,R
BDCQ.SEA2EA,2020.06,2565.709516,,R
BDCQ.SEA2EA,2020.09,2872.772889,,R
BDCQ.SEA2EA,2020.12,2956.123059,,R
BDCQ.SEA2EA,2021.03,2902.673112,,R
BDCQ.SEA2EA,2021.06,3111.691999,,R
BDCQ.SEA2EA,2021.09,3094.19611,,R
BDCQ.SEA2EA,2021.12,3401.305507,,R
BDCQ.SEA2EA,2022.03,3302.825928,,F
BDCQ.SEA2ES,2011.06,,Y,R
BDCQ.SEA2ES,2011.09,,Y,R
BDCQ.SEA2ES,2011.12,,Y,R
BDCQ.SEA2ES,2012.03,,Y,R
BDCQ.SEA2ES,2012.06,,Y,R
BDCQ.SEA2ES,2012.09,,Y,R
BDCQ.SEA2ES,2012.12,,Y,R
BDCQ.SEA2ES,2013.03,,Y,R
BDCQ.SEA2ES,2013.06,,Y,R
BDCQ.SEA2ES,2013.09,,Y,R
BDCQ.SEA2ES,2013.12,,Y,R
BDCQ.SEA2ES,2014.03,,Y,R
BDCQ.SEA2ES,2014.06,,Y,R
BDCQ.SEA2ES,2014.09,,Y,R
BDCQ.SEA2ES,2014.12,,Y,R
BDCQ.SEA2ES,2015.03,,Y,R
BDCQ.SEA2ES,2015.06,,Y,R
BDCQ.SEA2ES,2015.09,,Y,R
BDCQ.SEA2ES,2015.12,,Y,R
BDCQ.SEA2ES,2016.03,,Y,R
BDCQ.SEA2ES,2016.06,,Y,R
BDCQ.SEA2ES,2016.09,,Y,R
BDCQ.SEA2ES,2016.12,,Y,R
BDCQ.SEA2ES,2017.03,,Y,R
BDCQ.SEA2ES,2017.06,,Y,R
BDCQ.SEA2ES,2017.09,,Y,R
BDCQ.SEA2ES,2017.12,,Y,R
BDCQ.SEA2ES,2018.03,,Y,R
BDCQ.SEA2ES,2018.06,,Y,R
BDCQ.SEA2ES,2018.09,,Y,R
BDCQ.SEA2ES,2018.12,,Y,R
BDCQ.SEA2ES,2019.03,,Y,R
BDCQ.SEA2ES,2019.06,,Y,R
BDCQ.SEA2ES,2019.09,,Y,R
BDCQ.SEA2ES,2019.12,,Y,R
BDCQ.SEA2ES,2020.03,,Y,R
BDCQ.SEA2ES,2020.06,,Y,F
BDCQ.SEA2ES,2020.09,,Y,F
BDCQ.SEA2ES,2020.12,,Y,F
BDCQ.SEA2ET,2011.06,,Y,C
BDCQ.SEA2ET,2011.09,,Y,C
BDCQ.SEA2ET,2011.12,,Y,C
BDCQ.SEA2ET,2012.03,,Y,C
BDCQ.SEA2ET,2012.06,,Y,C
BDCQ.SEA2ET,2012.09,,Y,C
BDCQ.SEA2ET,2012.12,,Y,C
BDCQ.SEA2ET,2013.03,,Y,C
BDCQ.SEA2ET,2013.06,,Y,C
BDCQ.SEA2ET,2013.09,,Y,C
BDCQ.SEA2ET,2013.12,,Y,C
BDCQ.SEA2ET,2014.03,,Y,C
BDCQ.SEA2ET,2014.06,,Y,C
BDCQ.SEA2ET,2014.09,,Y,C
BDCQ.SEA2ET,2014.12,,Y,C
BDCQ.SEA2ET,2015.03,,Y,C
BDCQ.SEA2ET,2015.06,,Y,C
BDCQ.SEA2ET,2015.09,,Y,C
BDCQ.SEA2ET,2015.12,,Y,C
BDCQ.SEA2ET,2016.03,,Y,C
BDCQ.SEA2ET,2016.06,,Y,C
BDCQ.SEA2ET,2016.09,,Y,C
BDCQ.SEA2ET,2016.12,,Y,C
BDCQ.SEA2ET,2017.03,,Y,C
BDCQ.SEA2ET,2017.06,,Y,C
BDCQ.SEA2ET,2017.09,,Y,C
BDCQ.SEA2ET,2017.12,,Y,C
BDCQ.SEA2ET,2018.03,,Y,C
BDCQ.SEA2ET,2018.06,,Y,C
BDCQ.SEA2ET,2018.09,,Y,C
BDCQ.SEA2ET,2018.12,,Y,C
BDCQ.SEA2ET,2019.03,,Y,C
BDCQ.SEA2ET,2019.06,,Y,C
BDCQ.SEA2ET,2019.09,,Y,C
BDCQ.SEA2ET,2019.12,,Y,C
BDCQ.SEA2ET,2020.03,,Y,C
BDCQ.SEA2ET,2020.06,,Y,C
BDCQ.SEA2ET,2020.09,,Y,C
BDCQ.SEA2ET,2020.12,,Y,C
BDCQ.SEA2FA,2011.06,1300.057344,,R
BDCQ.SEA2FA,2011.09,1302.136767,,R
BDCQ.SEA2FA,2011.12,1334.344998,,R
BDCQ.SEA2FA,2012.03,1321.169262,,R
BDCQ.SEA2FA,2012.06,1338.823239,,R
BDCQ.SEA2FA,2012.09,1344.987914,,R
BDCQ.SEA2FA,2012.12,1387.963886,,R
BDCQ.SEA2FA,2013.03,1324.234449,,R
BDCQ.SEA2FA,2013.06,1362.626831,,R
BDCQ.SEA2FA,2013.09,1375.746295,,R
BDCQ.SEA2FA,2013.12,1428.430855,,R
BDCQ.SEA2FA,2014.03,1379.019158,,R
BDCQ.SEA2FA,2014.06,1439.908316,,R
BDCQ.SEA2FA,2014.09,1448.250018,,R
BDCQ.SEA2FA,2014.12,1534.064437,,R
BDCQ.SEA2FA,2015.03,1464.113836,,R
BDCQ.SEA2FA,2015.06,1527.435052,,R
BDCQ.SEA2FA,2015.09,1547.531397,,R
BDCQ.SEA2FA,2015.12,1567.355556,,R
BDCQ.SEA2FA,2016.03,1556.029178,,R
BDCQ.SEA2FA,2016.06,1608.689519,,R
BDCQ.SEA2FA,2016.09,1579.145877,,R
BDCQ.SEA2FA,2016.12,1623.979664,,R
BDCQ.SEA2FA,2017.03,1596.002443,,R
BDCQ.SEA2FA,2017.06,1683.145477,,R
BDCQ.SEA2FA,2017.09,1655.519177,,R
BDCQ.SEA2FA,2017.12,1735.722454,,R
BDCQ.SEA2FA,2018.03,1728.041574,,R
BDCQ.SEA2FA,2018.06,1792.874252,,R
BDCQ.SEA2FA,2018.09,1766.091405,,R
BDCQ.SEA2FA,2018.12,1853.088279,,R
BDCQ.SEA2FA,2019.03,1743.303248,,R
BDCQ.SEA2FA,2019.06,1860.441324,,R
BDCQ.SEA2FA,2019.09,1837.314432,,R
BDCQ.SEA2FA,2019.12,1942.209418,,R
BDCQ.SEA2FA,2020.03,1848.219903,,R
BDCQ.SEA2FA,2020.06,1811.122598,,R
BDCQ.SEA2FA,2020.09,1866.94709,,R
BDCQ.SEA2FA,2020.12,1896.068397,,R
BDCQ.SEA2FA,2021.03,1920.341661,,R
BDCQ.SEA2FA,2021.06,1957.615673,,R
BDCQ.SEA2FA,2021.09,2009.524295,,R
BDCQ.SEA2FA,2021.12,2063.511046,,R
BDCQ.SEA2FA,2022.03,2074.57304,,F
BDCQ.SEA2FS,2011.06,,Y,R
BDCQ.SEA2FS,2011.09,,Y,R
BDCQ.SEA2FS,2011.12,,Y,R
BDCQ.SEA2FS,2012.03,,Y,R
BDCQ.SEA2FS,2012.06,,Y,R
BDCQ.SEA2FS,2012.09,,Y,R
BDCQ.SEA2FS,2012.12,,Y,R
BDCQ.SEA2FS,2013.03,,Y,R
BDCQ.SEA2FS,2013.06,,Y,R
BDCQ.SEA2FS,2013.09,,Y,R
BDCQ.SEA2FS,2013.12,,Y,R
BDCQ.SEA2FS,2014.03,,Y,R
BDCQ.SEA2FS,2014.06,,Y,R
BDCQ.SEA2FS,2014.09,,Y,R
BDCQ.SEA2FS,2014.12,,Y,R
BDCQ.SEA2FS,2015.03,,Y,R
BDCQ.SEA2FS,2015.06,,Y,R
BDCQ.SEA2FS,2015.09,,Y,R
BDCQ.SEA2FS,2015.12,,Y,R
BDCQ.SEA2FS,2016.03,,Y,R
BDCQ.SEA2FS,2016.06,,Y,R
BDCQ.SEA2FS,2016.09,,Y,R
BDCQ.SEA2FS,2016.12,,Y,R
BDCQ.SEA2FS,2017.03,,Y,R
BDCQ.SEA2FS,2017.06,,Y,R
BDCQ.SEA2FS,2017.09,,Y,R
BDCQ.SEA2FS,2017.12,,Y,R
BDCQ.SEA2FS,2018.03,,Y,R
BDCQ.SEA2FS,2018.06,,Y,R
BDCQ.SEA2FS,2018.09,,Y,R
BDCQ.SEA2FS,2018.12,,Y,R
BDCQ.SEA2FS,2019.03,,Y,R
BDCQ.SEA2FS,2019.06,,Y,R
BDCQ.SEA2FS,2019.09,,Y,R
BDCQ.SEA2FS,2019.12,,Y,R
BDCQ.SEA2FS,2020.03,,Y,R
BDCQ.SEA2FS,2020.06,,Y,F
BDCQ.SEA2FS,2020.09,,Y,F
BDCQ.SEA2FS,2020.12,,Y,F
BDCQ.SEA2FT,2011.06,,Y,C
BDCQ.SEA2FT,2011.09,,Y,C
BDCQ.SEA2FT,2011.12,,Y,C
BDCQ.SEA2FT,2012.03,,Y,C
BDCQ.SEA2FT,2012.06,,Y,C
BDCQ.SEA2FT,2012.09,,Y,C
BDCQ.SEA2FT,2012.12,,Y,C
BDCQ.SEA2FT,2013.03,,Y,C
BDCQ.SEA2FT,2013.06,,Y,C
BDCQ.SEA2FT,2013.09,,Y,C
BDCQ.SEA2FT,2013.12,,Y,C
BDCQ.SEA2FT,2014.03,,Y,C
BDCQ.SEA2FT,2014.06,,Y,C
BDCQ.SEA2FT,2014.09,,Y,C
BDCQ.SEA2FT,2014.12,,Y,C
BDCQ.SEA2FT,2015.03,,Y,C
BDCQ.SEA2FT,2015.06,,Y,C
BDCQ.SEA2FT,2015.09,,Y,C
BDCQ.SEA2FT,2015.12,,Y,C
BDCQ.SEA2FT,2016.03,,Y,C
BDCQ.SEA2FT,2016.06,,Y,C
BDCQ.SEA2FT,2016.09,,Y,C
BDCQ.SEA2FT,2016.12,,Y,C
BDCQ.SEA2FT,2017.03,,Y,C
BDCQ.SEA2FT,2017.06,,Y,C
BDCQ.SEA2FT,2017.09,,Y,C
BDCQ.SEA2FT,2017.12,,Y,C
BDCQ.SEA2FT,2018.03,,Y,C
BDCQ.SEA2FT,2018.06,,Y,C
BDCQ.SEA2FT,2018.09,,Y,C
BDCQ.SEA2FT,2018.12,,Y,C
BDCQ.SEA2FT,2019.03,,Y,C
BDCQ.SEA2FT,2019.06,,Y,C
BDCQ.SEA2FT,2019.09,,Y,C
